time_of_day,condition,x,y,filename,any_plate_detected,detected_plate_text,detected_plate_confidence,is_correct_plate
dusk,disruption,-20,20,x_-20_y_20.heic,True,VVJ777,0.715107262134552,False
dusk,disruption,-10,20,x_-10_y_20.heic,True,VRJ7774,0.9797101616859436,True
dusk,disruption,5,20,x_+05_y_20.heic,True,VRJ7774,0.9834173917770386,True
dusk,disruption,-5,20,x_-05_y_20.heic,True,VMS7774,0.5849945545196533,False
dusk,disruption,10,20,x_+10_y_20.heic,True,11J177,0.6151679754257202,False
dusk,disruption,-20,10,x_-20_y_10.heic,False,,,False
dusk,disruption,0,10,x_+00_y_10.heic,True,VRJ7774,0.9799966812133789,True
dusk,disruption,-15,10,x_-15_y_10.heic,True,VRJ7774,0.9991278052330017,True
dusk,disruption,15,10,x_+15_y_10.heic,True,5NVJ7774,0.7415356636047363,False
dusk,disruption,20,10,x_+20_y_10.heic,True,VRJ7774,0.9966232776641846,True
dusk,disruption,10,10,x_+10_y_10.heic,True,VRJ7744,0.877312958240509,False
dusk,disruption,-5,10,x_-05_y_10.heic,True,SRV777,0.6114488244056702,False
