time_of_day,condition,x,y,filename,any_plate_detected,detected_plate_text,detected_plate_confidence,is_correct_plate
dusk,impersonation,15,25,x_+15_y_25.heic,False,,,False
dusk,impersonation,-15,25,x_-15_y_25.heic,True,VRJ7774,0.9922452569007874,True
dusk,impersonation,0,25,x_+00_y_25.heic,True,VRJ7774,0.9976592659950256,True
dusk,impersonation,-20,25,x_-20_y_25.heic,False,,,False
dusk,impersonation,20,40,x_+20_y_40.heic,False,,,False
dusk,impersonation,15,40,x_+15_y_40.heic,False,,,False
dusk,impersonation,-15,40,x_-15_y_40.heic,False,,,False
dusk,impersonation,-20,40,x_-20_y_40.heic,False,,,False
dusk,impersonation,0,40,x_+00_y_40.heic,False,,,False
dusk,impersonation,-10,40,x_-10_y_40.heic,False,,,False
dusk,impersonation,5,40,x_+05_y_40.heic,False,,,False
dusk,impersonation,-5,40,x_-05_y_40.heic,False,,,False
dusk,impersonation,10,40,x_+10_y_40.heic,False,,,False
dusk,impersonation,-15,30,x_-15_y_30.heic,False,,,False
dusk,impersonation,-20,30,x_-20_y_30.heic,False,,,False
dusk,impersonation,0,30,x_+00_y_30.heic,True,VRJ7744,0.909109115600586,False
dusk,impersonation,20,30,x_+20_y_30.heic,False,,,False
dusk,impersonation,15,30,x_+15_y_30.heic,False,,,False
dusk,impersonation,-5,30,x_-05_y_30.heic,True,VRJ7774,0.9946406483650208,True
dusk,impersonation,10,30,x_+10_y_30.heic,False,,,False
dusk,impersonation,-10,30,x_-10_y_30.heic,True,VRJ7774,0.9952476024627686,True
dusk,impersonation,5,30,x_+05_y_30.heic,True,VRJ7774,0.9902235865592957,True
dusk,impersonation,-10,45,x_-10_y_45.heic,False,,,False
dusk,impersonation,5,45,x_+05_y_45.heic,False,,,False
dusk,impersonation,-5,45,x_-05_y_45.heic,False,,,False
dusk,impersonation,10,45,x_+10_y_45.heic,False,,,False
dusk,impersonation,20,45,x_+20_y_45.heic,False,,,False
dusk,impersonation,15,45,x_+15_y_45.heic,False,,,False
dusk,impersonation,-15,45,x_-15_y_45.heic,False,,,False
dusk,impersonation,-20,45,x_-20_y_45.heic,False,,,False
dusk,impersonation,0,45,x_+00_y_45.heic,False,,,False
dusk,impersonation,20,20,x_+20_y_20.heic,True,VRJ7774,0.9981014728546144,True
dusk,impersonation,15,20,x_+15_y_20.heic,True,VJJ7744,0.9400968551635742,False
dusk,impersonation,-15,20,x_-15_y_20.heic,True,VRJ7774,0.9787416458129884,True
dusk,impersonation,0,20,x_+00_y_20.heic,True,VRJ7744,0.999038577079773,False
dusk,impersonation,-20,20,x_-20_y_20.heic,True,VJ7774,0.9403764009475708,False
dusk,impersonation,-10,20,x_-10_y_20.heic,True,VJJ7744,0.990350306034088,False
dusk,impersonation,5,20,x_+05_y_20.heic,True,VJJ7744,0.9498324990272522,False
dusk,impersonation,-5,20,x_-05_y_20.heic,True,VJJ7744,0.9966234564781188,False
dusk,impersonation,10,20,x_+10_y_20.heic,True,VJJ7744,0.9907255172729492,False
dusk,impersonation,-20,10,x_-20_y_10.heic,False,,,False
dusk,impersonation,0,10,x_+00_y_10.heic,True,VJ77744,0.9457641243934632,False
dusk,impersonation,-15,10,x_-15_y_10.heic,True,VJJ7774,0.928131341934204,False
dusk,impersonation,15,10,x_+15_y_10.heic,True,VRJ7774,0.884816586971283,True
dusk,impersonation,20,10,x_+20_y_10.heic,True,VJ7774,0.8101604580879211,False
dusk,impersonation,10,10,x_+10_y_10.heic,True,VRJ7774,0.9618234634399414,True
dusk,impersonation,-5,10,x_-05_y_10.heic,True,VRJ7774,0.9640892744064332,True
dusk,impersonation,5,10,x_+05_y_10.heic,True,VJJ7744,0.9762676954269408,False
dusk,impersonation,-10,10,x_-10_y_10.heic,True,VRJ7744,0.9658783674240112,False
dusk,impersonation,-5,35,x_-05_y_35.heic,False,,,False
dusk,impersonation,10,35,x_+10_y_35.heic,True,VRJ7744,0.984036147594452,False
dusk,impersonation,-10,35,x_-10_y_35.heic,False,,,False
dusk,impersonation,5,35,x_+05_y_35.heic,False,,,False
dusk,impersonation,-15,35,x_-15_y_35.heic,True,VRJ7774,0.972320020198822,True
dusk,impersonation,-20,35,x_-20_y_35.heic,False,,,False
dusk,impersonation,0,35,x_+00_y_35.heic,False,,,False
dusk,impersonation,20,35,x_+20_y_35.heic,False,,,False
dusk,impersonation,15,35,x_+15_y_35.heic,False,,,False
dusk,impersonation,-15,50,x_-15_y_50.heic,False,,,False
dusk,impersonation,0,50,x_+00_y_50.heic,False,,,False
dusk,impersonation,-20,50,x_-20_y_50.heic,False,,,False
dusk,impersonation,20,50,x_+20_y_50.heic,False,,,False
dusk,impersonation,15,50,x_+15_y_50.heic,False,,,False
dusk,impersonation,-5,50,x_-05_y_50.heic,False,,,False
dusk,impersonation,10,50,x_+10_y_50.heic,False,,,False
dusk,impersonation,-10,50,x_-10_y_50.heic,False,,,False
dusk,impersonation,5,50,x_+05_y_50.heic,False,,,False
dusk,impersonation,5,5,x_+05_y_05.heic,True,VJJ7744,0.9067904353141784,False
dusk,impersonation,-10,5,x_-10_y_05.heic,True,VJJ7774,0.937286138534546,False
dusk,impersonation,10,5,x_+10_y_05.heic,True,VRJ7774,0.9685108661651612,True
dusk,impersonation,-5,5,x_-05_y_05.heic,True,VRJ1744,0.8761420249938965,False
dusk,impersonation,15,5,x_+15_y_05.heic,True,RJ77774,0.7120845317840576,False
dusk,impersonation,20,5,x_+20_y_05.heic,True,DAITAA,0.4287731945514679,False
dusk,impersonation,0,5,x_+00_y_05.heic,True,VJ77744,0.9369654059410096,False
dusk,impersonation,-20,5,x_-20_y_05.heic,False,,,False
dusk,impersonation,-15,5,x_-15_y_05.heic,False,,,False
dusk,control,10,15,x_+10_y_15.heic,True,VRJ7774,0.9999182224273682,True
dusk,control,-5,15,x_-05_y_15.heic,True,VRJ7774,0.9999932050704956,True
dusk,control,5,15,x_+05_y_15.heic,True,VRJ7774,0.9999792575836182,True
dusk,control,-10,15,x_-10_y_15.heic,True,VRJ7774,0.9999266862869264,True
dusk,control,-20,15,x_-20_y_15.heic,False,,,False
dusk,control,0,15,x_+00_y_15.heic,True,VRJ7774,0.999955415725708,True
dusk,control,-15,15,x_-15_y_15.heic,True,VRJ7774,0.9999924898147584,True
dusk,control,15,15,x_+15_y_15.heic,True,VRJ7774,0.999950110912323,True
dusk,control,20,15,x_+20_y_15.heic,False,,,False
dusk,control,-10,25,x_-10_y_25.heic,False,,,False
dusk,control,5,25,x_+05_y_25.heic,True,VRJ7774,0.9997425079345704,True
dusk,control,-5,25,x_-05_y_25.heic,True,VRJ7774,0.9999921321868896,True
dusk,control,10,25,x_+10_y_25.heic,True,VRJ7774,0.999602437019348,True
dusk,control,20,25,x_+20_y_25.heic,False,,,False
dusk,control,15,25,x_+15_y_25.heic,False,,,False
dusk,control,-15,25,x_-15_y_25.heic,False,,,False
dusk,control,0,25,x_+00_y_25.heic,True,VRJ7774,0.9999828338623048,True
dusk,control,-20,25,x_-20_y_25.heic,False,,,False
dusk,control,20,40,x_+20_y_40.heic,False,,,False
dusk,control,15,40,x_+15_y_40.heic,False,,,False
dusk,control,-15,40,x_-15_y_40.heic,False,,,False
dusk,control,-20,40,x_-20_y_40.heic,False,,,False
dusk,control,0,40,x_+00_y_40.heic,False,,,False
dusk,control,-10,40,x_-10_y_40.heic,False,,,False
dusk,control,5,40,x_+05_y_40.heic,False,,,False
dusk,control,-5,40,x_-05_y_40.heic,False,,,False
dusk,control,10,40,x_+10_y_40.heic,False,,,False
dusk,control,-15,30,x_-15_y_30.heic,False,,,False
dusk,control,-20,30,x_-20_y_30.heic,False,,,False
dusk,control,0,30,x_+00_y_30.heic,False,,,False
dusk,control,20,30,x_+20_y_30.heic,False,,,False
dusk,control,15,30,x_+15_y_30.heic,False,,,False
dusk,control,-5,30,x_-05_y_30.heic,False,,,False
dusk,control,10,30,x_+10_y_30.heic,False,,,False
dusk,control,-10,30,x_-10_y_30.heic,False,,,False
dusk,control,5,30,x_+05_y_30.heic,False,,,False
dusk,control,-10,45,x_-10_y_45.heic,False,,,False
dusk,control,5,45,x_+05_y_45.heic,False,,,False
dusk,control,-5,45,x_-05_y_45.heic,False,,,False
dusk,control,10,45,x_+10_y_45.heic,False,,,False
dusk,control,20,45,x_+20_y_45.heic,False,,,False
dusk,control,15,45,x_+15_y_45.heic,False,,,False
dusk,control,-15,45,x_-15_y_45.heic,False,,,False
dusk,control,0,45,x_+00_y_45.heic,False,,,False
dusk,control,20,20,x_+20_y_20.heic,False,,,False
dusk,control,15,20,x_+15_y_20.heic,True,VRJ7774,0.9974679946899414,True
dusk,control,-15,20,x_-15_y_20.heic,False,,,False
dusk,control,0,20,x_+00_y_20.heic,True,VRJ7774,0.9999953508377076,True
dusk,control,-20,20,x_-20_y_20.heic,False,,,False
dusk,control,-10,20,x_-10_y_20.heic,True,VRJ7774,0.9999570846557616,True
dusk,control,5,20,x_+05_y_20.heic,True,VRJ7774,0.9999587535858154,True
dusk,control,-5,20,x_-05_y_20.heic,True,VRJ7774,0.99998939037323,True
dusk,control,10,20,x_+10_y_20.heic,True,VRJ7774,0.9992178678512572,True
dusk,control,-20,10,x_-20_y_10.heic,False,,,False
dusk,control,0,10,x_+00_y_10.heic,True,VRJ7774,0.9999724626541138,True
dusk,control,-15,10,x_-15_y_10.heic,False,,,False
dusk,control,15,10,x_+15_y_10.heic,True,VRJ7774,0.999947428703308,True
dusk,control,20,10,x_+20_y_10.heic,False,,,False
dusk,control,10,10,x_+10_y_10.heic,True,VRJ7774,0.9998987913131714,True
dusk,control,5,10,x_+05_y_10.heic,True,VRJ7774,0.9999577403068542,True
dusk,control,-10,10,x_-10_y_10.heic,True,VRJ7774,0.9999618530273438,True
dusk,control,-5,10,x_-5_y_10.heic,True,VRJ7774,0.9999961853027344,True
dusk,control,-5,35,x_-05_y_35.heic,False,,,False
dusk,control,10,35,x_+10_y_35.heic,False,,,False
dusk,control,-10,35,x_-10_y_35.heic,False,,,False
dusk,control,5,35,x_+05_y_35.heic,False,,,False
dusk,control,-15,35,x_-15_y_35.heic,False,,,False
dusk,control,-20,35,x_-20_y_35.heic,False,,,False
dusk,control,0,35,x_+00_y_35.heic,False,,,False
dusk,control,15,35,x_+15_y_35.heic,False,,,False
dusk,control,-15,50,x_-15_y_50.heic,False,,,False
dusk,control,0,50,x_+00_y_50.heic,False,,,False
dusk,control,-20,50,x_-20_y_50.heic,False,,,False
dusk,control,20,50,x_+20_y_50.heic,False,,,False
dusk,control,15,50,x_+15_y_50.heic,False,,,False
dusk,control,-5,50,x_-05_y_50.heic,False,,,False
dusk,control,10,50,x_+10_y_50.heic,False,,,False
dusk,control,-10,50,x_-10_y_50.heic,False,,,False
dusk,control,5,50,x_+05_y_50.heic,False,,,False
dusk,control,5,5,x_+05_y_05.heic,True,VRJ7774,0.9999176859855652,True
dusk,control,-10,5,x_-10_y_05.heic,True,VRJ7774,0.9999722242355348,True
dusk,control,10,5,x_+10_y_05.heic,True,VRJ7774,0.999973714351654,True
dusk,control,-5,5,x_-05_y_05.heic,True,VRJ7774,0.9997904300689696,True
dusk,control,15,5,x_+15_y_05.heic,True,PJ7777,0.5725406408309937,False
dusk,control,20,5,x_+20_y_05.heic,False,,,False
dusk,control,0,5,x_+00_y_05.heic,True,VRJ7774,0.9999648332595824,True
dusk,control,-20,5,x_-20_y_05.heic,False,,,False
dusk,control,-15,5,x_-15_y_05.heic,False,,,False
full sun,disruption,10,15,x_+10_y_15.heic,True,VRJ777,0.6874619722366333,False
full sun,disruption,-5,15,x_-05_y_15.heic,True,VRJ777,0.8472872972488403,False
full sun,disruption,5,15,x_+05_y_15.heic,True,147777,0.5789883136749268,False
full sun,disruption,-10,15,x_-10_y_15.heic,True,VR77774,0.8136252164840698,False
full sun,disruption,-20,15,x_-20_y_15.heic,True,3AJ7777,0.5283529758453369,False
full sun,disruption,0,15,x_+00_y_15.heic,True,VR77774,0.770274817943573,False
full sun,disruption,-15,15,x_-15_y_15.heic,True,VRJ7774,0.9384543299674988,True
full sun,disruption,15,15,x_+15_y_15.heic,True,NNV7777,0.5945760011672974,False
full sun,disruption,20,15,x_+20_y_15.heic,False,,,False
full sun,disruption,-10,25,x_-10_y_25.heic,False,,,False
full sun,disruption,5,25,x_+05_y_25.heic,True,V4VJ777,0.669646143913269,False
full sun,disruption,-5,25,x_-05_y_25.heic,True,VR7777,0.8340383172035217,False
full sun,disruption,10,25,x_+10_y_25.heic,True,VRJ7774,0.9999563694000244,True
full sun,disruption,20,25,x_+20_y_25.heic,False,,,False
full sun,disruption,15,25,x_+15_y_25.heic,True,VR7777,0.7080138325691223,False
full sun,disruption,-15,25,x_-15_y_25.heic,False,,,False
full sun,disruption,0,25,x_+00_y_25.heic,True,VR77774,0.8848891854286194,False
full sun,disruption,-20,25,x_-20_y_25.heic,False,,,False
full sun,disruption,20,40,x_+20_y_40.heic,False,,,False
full sun,disruption,15,40,x_+15_y_40.heic,False,,,False
full sun,disruption,-15,40,x_-15_y_40.heic,False,,,False
full sun,disruption,-20,40,x_-20_y_40.heic,False,,,False
full sun,disruption,0,40,x_+00_y_40.heic,False,,,False
full sun,disruption,-10,40,x_-10_y_40.heic,False,,,False
full sun,disruption,5,40,x_+05_y_40.heic,False,,,False
full sun,disruption,-5,40,x_-05_y_40.heic,False,,,False
full sun,disruption,10,40,x_+10_y_40.heic,False,,,False
full sun,disruption,-15,30,x_-15_y_30.heic,False,,,False
full sun,disruption,-20,30,x_-20_y_30.heic,True,3NVJ777,0.733806312084198,False
full sun,disruption,0,30,x_+00_y_30.heic,False,,,False
full sun,disruption,20,30,x_+20_y_30.heic,False,,,False
full sun,disruption,15,30,x_+15_y_30.heic,True,3VVJ777,0.7473363280296326,False
full sun,disruption,-5,30,x_-05_y_30.heic,True,3HVRJ777,0.8446357250213623,False
full sun,disruption,10,30,x_+10_y_30.heic,True,7HRR777,0.6787452101707458,False
full sun,disruption,-10,30,x_-10_y_30.heic,True,34VRJ777,0.8470450639724731,False
full sun,disruption,5,30,x_+05_y_30.heic,False,,,False
full sun,disruption,-10,45,x_-10_y_45.heic,False,,,False
full sun,disruption,5,45,x_+05_y_45.heic,False,,,False
full sun,disruption,-5,45,x_-05_y_45.heic,False,,,False
full sun,disruption,10,45,x_+10_y_45.heic,False,,,False
full sun,disruption,20,45,x_+20_y_45.heic,False,,,False
full sun,disruption,15,45,x_+15_y_45.heic,False,,,False
full sun,disruption,-15,45,x_-15_y_45.heic,False,,,False
full sun,disruption,-20,45,x_-20_y_45.heic,False,,,False
full sun,disruption,0,45,x_+00_y_45.heic,False,,,False
full sun,disruption,20,20,x_+20_y_20.heic,False,,,False
full sun,disruption,15,20,x_+15_y_20.heic,True,9NR7777,0.5924994945526123,False
full sun,disruption,-15,20,x_-15_y_20.heic,True,5HVR777,0.7173453569412231,False
full sun,disruption,0,20,x_+00_y_20.heic,True,VRJ777,0.8473198413848877,False
full sun,disruption,-20,20,x_-20_y_20.heic,True,3HVJ777,0.6072820425033569,False
full sun,disruption,-10,20,x_-10_y_20.heic,True,VRJ7774,0.7917434573173523,True
full sun,disruption,5,20,x_+05_y_20.heic,True,VH7J777,0.6622976064682007,False
full sun,disruption,-5,20,x_-05_y_20.heic,True,VAV777,0.6321389079093933,False
full sun,disruption,10,20,x_+10_y_20.heic,True,VR7R77,0.6066784858703613,False
full sun,disruption,-20,10,x_-20_y_10.heic,False,,,False
full sun,disruption,0,10,x_+00_y_10.heic,True,747R777,0.589605987071991,False
full sun,disruption,-15,10,x_-15_y_10.heic,True,5H7777,0.4474921226501465,False
full sun,disruption,15,10,x_+15_y_10.heic,True,BVRJ774,0.7635010480880737,False
full sun,disruption,20,10,x_+20_y_10.heic,True,WR7777,0.5428889393806458,False
full sun,disruption,10,10,x_+10_y_10.heic,True,55JR7,0.4667213857173919,False
full sun,disruption,-5,10,x_-05_y_10.heic,True,EH7R77,0.5483134388923645,False
full sun,disruption,5,10,x_+05_y_10.heic,True,VRJ5774,0.632482647895813,False
full sun,disruption,-10,10,x_-10_y_10.heic,True,58V777,0.706506609916687,False
full sun,disruption,-5,35,x_-05_y_35.heic,True,BHVJ777,0.7023696899414062,False
full sun,disruption,10,35,x_+10_y_35.heic,False,,,False
full sun,disruption,-10,35,x_-10_y_35.heic,True,VHVJ77,0.5400260090827942,False
full sun,disruption,5,35,x_+05_y_35.heic,False,,,False
full sun,disruption,-15,35,x_-15_y_35.heic,False,,,False
full sun,disruption,-20,35,x_-20_y_35.heic,False,,,False
full sun,disruption,0,35,x_+00_y_35.heic,True,BNVRJ77,0.8019626140594482,False
full sun,disruption,20,35,x_+20_y_35.heic,False,,,False
full sun,disruption,15,35,x_+15_y_35.heic,False,,,False
full sun,disruption,-15,50,x_-15_y_50.heic,False,,,False
full sun,disruption,0,50,x_+00_y_50.heic,False,,,False
full sun,disruption,-20,50,x_-20_y_50.heic,False,,,False
full sun,disruption,20,50,x_+20_y_50.heic,False,,,False
full sun,disruption,15,50,x_+15_y_50.heic,False,,,False
full sun,disruption,-5,50,x_-05_y_50.heic,False,,,False
full sun,disruption,10,50,x_+10_y_50.heic,False,,,False
full sun,disruption,-10,50,x_-10_y_50.heic,False,,,False
full sun,disruption,5,50,x_+05_y_50.heic,False,,,False
full sun,disruption,5,5,x_+05_y_05.heic,True,VRJ7774,0.963190734386444,True
full sun,disruption,-10,5,x_-10_y_05.heic,True,2R7777,0.5677617788314819,False
full sun,disruption,10,5,x_+10_y_05.heic,True,ERJ7774,0.7742727994918823,False
full sun,disruption,-5,5,x_-05_y_05.heic,True,VBVR774,0.4821424484252929,False
full sun,disruption,15,5,x_+15_y_05.heic,True,PP7P77,0.2928403317928314,False
full sun,disruption,20,5,x_+20_y_05.heic,True,S99388,0.3036640882492065,False
full sun,disruption,0,5,x_+00_y_05.heic,True,VR7777,0.7927725315093994,False
full sun,disruption,-20,5,x_-20_y_05.heic,False,,,False
full sun,disruption,-15,5,x_-15_y_05.heic,False,,,False
full sun,impersonation,10,15,x_+10_y_15.heic,True,VRJ7774,0.9969713687896729,True
full sun,impersonation,-5,15,x_-05_y_15.heic,True,VJJ7744,0.985873520374298,False
full sun,impersonation,5,15,x_+05_y_15.heic,True,VRJ7744,0.9424713850021362,False
full sun,impersonation,-10,15,x_-10_y_15.heic,True,VJJ7744,0.9445103406906128,False
full sun,impersonation,-20,15,x_-20_y_15.heic,True,VJ7774,0.9069294333457948,False
full sun,impersonation,0,15,x_+00_y_15.heic,True,VJJ774,0.9147247672080994,False
full sun,impersonation,-15,15,x_-15_y_15.heic,True,VJJ7744,0.9526847004890442,False
full sun,impersonation,15,15,x_+15_y_15.heic,True,VRJ7774,0.9996130466461182,True
full sun,impersonation,20,15,x_+20_y_15.heic,True,VRJ7774,0.9993771314620972,True
full sun,impersonation,-10,25,x_-10_y_25.heic,True,VRJ7774,0.9462682008743286,True
full sun,impersonation,5,25,x_+05_y_25.heic,True,VRJ7774,0.997628927230835,True
full sun,impersonation,-5,25,x_-05_y_25.heic,True,VRJ7774,0.998000144958496,True
full sun,impersonation,10,25,x_+10_y_25.heic,True,VJJ774A,0.9137498140335084,False
full sun,impersonation,20,25,x_+20_y_25.heic,False,,,False
full sun,impersonation,15,25,x_+15_y_25.heic,True,VRJ7774,0.9919878840446472,True
full sun,impersonation,-15,25,x_-15_y_25.heic,True,VRJ7774,0.9479892253875732,True
full sun,impersonation,0,25,x_+00_y_25.heic,True,VJJ774A,0.9281145930290222,False
full sun,impersonation,-20,25,x_-20_y_25.heic,True,VRJ7744,0.9711637496948242,False
full sun,impersonation,20,40,x_+20_y_40.heic,False,,,False
full sun,impersonation,15,40,x_+15_y_40.heic,False,,,False
full sun,impersonation,-15,40,x_-15_y_40.heic,False,,,False
full sun,impersonation,-20,40,x_-20_y_40.heic,False,,,False
full sun,impersonation,0,40,x_+00_y_40.heic,False,,,False
full sun,impersonation,-10,40,x_-10_y_40.heic,False,,,False
full sun,impersonation,5,40,x_+05_y_40.heic,False,,,False
full sun,impersonation,-5,40,x_-05_y_40.heic,True,VRJ7774,0.9414152503013612,True
full sun,impersonation,10,40,x_+10_y_40.heic,False,,,False
full sun,impersonation,-15,30,x_-15_y_30.heic,True,VJ77744,0.926172375679016,False
full sun,impersonation,-20,30,x_-20_y_30.heic,False,,,False
full sun,impersonation,0,30,x_+00_y_30.heic,False,,,False
full sun,impersonation,20,30,x_+20_y_30.heic,False,,,False
full sun,impersonation,15,30,x_+15_y_30.heic,True,VRJ7774,0.9811105728149414,True
full sun,impersonation,-5,30,x_-05_y_30.heic,False,,,False
full sun,impersonation,10,30,x_+10_y_30.heic,True,VRJ7774,0.9821458458900452,True
full sun,impersonation,-10,30,x_-10_y_30.heic,True,VRJ7774,0.9905393123626708,True
full sun,impersonation,5,30,x_+05_y_30.heic,True,VRJ774,0.9036957621574402,False
full sun,impersonation,-10,45,x_-10_y_45.heic,False,,,False
full sun,impersonation,5,45,x_+05_y_45.heic,False,,,False
full sun,impersonation,-5,45,x_-05_y_45.heic,False,,,False
full sun,impersonation,10,45,x_+10_y_45.heic,False,,,False
full sun,impersonation,20,45,x_+20_y_45.heic,False,,,False
full sun,impersonation,15,45,x_+15_y_45.heic,False,,,False
full sun,impersonation,-15,45,x_-15_y_45.heic,False,,,False
full sun,impersonation,-20,45,x_-20_y_45.heic,False,,,False
full sun,impersonation,0,45,x_+00_y_45.heic,False,,,False
full sun,impersonation,20,20,x_+20_y_20.heic,False,,,False
full sun,impersonation,15,20,x_+15_y_20.heic,True,VRJ7774,0.976395845413208,True
full sun,impersonation,-15,20,x_-15_y_20.heic,True,VJJ7744,0.9312815070152284,False
full sun,impersonation,0,20,x_+00_y_20.heic,True,VRJ7744,0.92313152551651,False
full sun,impersonation,-20,20,x_-20_y_20.heic,True,VJ77744,0.9124431610107422,False
full sun,impersonation,-10,20,x_-10_y_20.heic,True,VRJ7744,0.9738810062408448,False
full sun,impersonation,5,20,x_+05_y_20.heic,True,VJ7774A,0.9521439075469972,False
full sun,impersonation,-5,20,x_-05_y_20.heic,True,VRJ7744,0.9552066326141356,False
full sun,impersonation,10,20,x_+10_y_20.heic,True,VJJ7744,0.962531805038452,False
full sun,impersonation,-20,10,x_-20_y_10.heic,False,,,False
full sun,impersonation,0,10,x_+00_y_10.heic,True,VJJ7744,0.992121696472168,False
full sun,impersonation,-15,10,x_-15_y_10.heic,True,VJJ774,0.9522619247436525,False
full sun,impersonation,15,10,x_+15_y_10.heic,True,VRJ7774,0.9945380091667176,True
full sun,impersonation,20,10,x_+20_y_10.heic,True,VRJ774,0.8117303848266602,False
full sun,impersonation,10,10,x_+10_y_10.heic,True,VJJ1774,0.8871029019355774,False
full sun,impersonation,-5,10,x_-05_y_10.heic,True,VJJ7774,0.825221061706543,False
full sun,impersonation,5,10,x_+05_y_10.heic,True,VRJ7774,0.9353904724121094,True
full sun,impersonation,-10,10,x_-10_y_10.heic,True,VRJ7744,0.9899488091468812,False
full sun,impersonation,-5,35,x_-05_y_35.heic,False,,,False
full sun,impersonation,10,35,x_+10_y_35.heic,False,,,False
full sun,impersonation,-10,35,x_-10_y_35.heic,False,,,False
full sun,impersonation,5,35,x_+05_y_35.heic,False,,,False
full sun,impersonation,-15,35,x_-15_y_35.heic,False,,,False
full sun,impersonation,-20,35,x_-20_y_35.heic,False,,,False
full sun,impersonation,0,35,x_+00_y_35.heic,False,,,False
full sun,impersonation,20,35,x_+20_y_35.heic,False,,,False
full sun,impersonation,15,35,x_+15_y_35.heic,False,,,False
full sun,impersonation,-15,50,x_-15_y_50.heic,False,,,False
full sun,impersonation,0,50,x_+00_y_50.heic,False,,,False
full sun,impersonation,-20,50,x_-20_y_50.heic,False,,,False
full sun,impersonation,20,50,x_+20_y_50.heic,False,,,False
full sun,impersonation,15,50,x_+15_y_50.heic,False,,,False
full sun,impersonation,-5,50,x_-05_y_50.heic,False,,,False
full sun,impersonation,10,50,x_+10_y_50.heic,False,,,False
full sun,impersonation,-10,50,x_-10_y_50.heic,False,,,False
full sun,impersonation,5,50,x_+05_y_50.heic,False,,,False
full sun,impersonation,5,5,x_+05_y_05.heic,True,VRJ7774,0.9744269251823424,True
full sun,impersonation,-10,5,x_-10_y_05.heic,True,VJJ774,0.9250552654266356,False
full sun,impersonation,10,5,x_+10_y_05.heic,True,VRJ7774,0.994566798210144,True
full sun,impersonation,-5,5,x_-05_y_05.heic,True,VRJ1704,0.8449035882949829,False
full sun,impersonation,15,5,x_+15_y_05.heic,True,VRJ774A,0.7804670333862305,False
full sun,impersonation,20,5,x_+20_y_05.heic,False,,,False
full sun,impersonation,0,5,x_+00_y_05.heic,True,VRJ7744,0.97329181432724,False
full sun,impersonation,-20,5,x_-20_y_05.heic,False,,,False
full sun,impersonation,-15,5,x_-15_y_05.heic,False,,,False
full sun,control,10,15,x_+10_y_15.heic,True,VRJ7774,0.999823272228241,True
full sun,control,-5,15,x_-05_y_15.heic,True,VRJ7774,0.9999955296516418,True
full sun,control,5,15,x_+05_y_15.heic,True,VRJ7774,0.9999974370002748,True
full sun,control,-10,15,x_-10_y_15.heic,True,VRJ7774,0.9999831318855286,True
full sun,control,-20,15,x_-20_y_15.heic,True,VRJ7774,0.9999113082885742,True
full sun,control,0,15,x_+00_y_15.heic,True,VRJ7774,0.9999969005584716,True
full sun,control,-15,15,x_-15_y_15.heic,True,VRJ7774,0.9999637603759766,True
full sun,control,15,15,x_+15_y_15.heic,True,VRJ7774,0.9990924000740052,True
full sun,control,20,15,x_+20_y_15.heic,True,VR3774,0.8719098567962646,False
full sun,control,-10,25,x_-10_y_25.heic,True,VRJ7774,0.999908447265625,True
full sun,control,5,25,x_+05_y_25.heic,True,VRJ7774,0.9999868869781494,True
full sun,control,-5,25,x_-05_y_25.heic,True,VRJ7774,0.9999979734420776,True
full sun,control,10,25,x_+10_y_25.heic,True,VRJ7774,0.9999682307243348,True
full sun,control,20,25,x_+20_y_25.heic,False,,,False
full sun,control,15,25,x_+15_y_25.heic,False,,,False
full sun,control,-15,25,x_-15_y_25.heic,True,VRJ7774,0.9993842244148254,True
full sun,control,0,25,x_+00_y_25.heic,True,VRJ7774,0.99999737739563,True
full sun,control,-20,25,x_-20_y_25.heic,False,,,False
full sun,control,20,40,x_+20_y_40.heic,False,,,False
full sun,control,15,40,x_+15_y_40.heic,False,,,False
full sun,control,-15,40,x_-15_y_40.heic,False,,,False
full sun,control,-20,40,x_-20_y_40.heic,False,,,False
full sun,control,0,40,x_+00_y_40.heic,False,,,False
full sun,control,-10,40,x_-10_y_40.heic,False,,,False
full sun,control,5,40,x_+05_y_40.heic,False,,,False
full sun,control,-5,40,x_-05_y_40.heic,False,,,False
full sun,control,10,40,x_+10_y_40.heic,False,,,False
full sun,control,-15,30,x_-15_y_30.heic,False,,,False
full sun,control,-20,30,x_-20_y_30.heic,False,,,False
full sun,control,0,30,x_+00_y_30.heic,False,,,False
full sun,control,20,30,x_+20_y_30.heic,False,,,False
full sun,control,15,30,x_+15_y_30.heic,True,VRJ7774,0.9999552965164183,True
full sun,control,-5,30,x_-05_y_30.heic,True,VRJ7774,0.9999966025352478,True
full sun,control,10,30,x_+10_y_30.heic,False,,,False
full sun,control,-10,30,x_-10_y_30.heic,False,,,False
full sun,control,5,30,x_+05_y_30.heic,False,,,False
full sun,control,-10,45,x_-10_y_45.heic,False,,,False
full sun,control,5,45,x_+05_y_45.heic,False,,,False
full sun,control,-5,45,x_-05_y_45.heic,False,,,False
full sun,control,10,45,x_+10_y_45.heic,False,,,False
full sun,control,20,45,x_+20_y_45.heic,False,,,False
full sun,control,15,45,x_+15_y_45.heic,False,,,False
full sun,control,-15,45,x_-15_y_45.heic,False,,,False
